"Date","Price","Open","High","Low","Vol.","Change %"
"18/09/2013","1527.1","1525.1","1545.5","1507.7","2.52M","-0.12%"
"17/09/2013","1529","1526.6","1548.4","1507.7","3.28M","-0.22%"
"16/09/2013","1532.4","1542.1","1554.2","1529.5","2.34M","0.92%"
"13/09/2013","1518.4","1558.1","1558.1","1505.3","4.55M","-3.21%"
"12/09/2013","1568.7","1561","1581.1","1558.1","4.29M","0.68%"
"11/09/2013","1558.1","1573.1","1573.1","1545","2.72M","-1.37%"
"10/09/2013","1579.8","1559.5","1588.5","1559.5","4.03M","2.35%"
"09/09/2013","1543.5","1535.3","1554.2","1535","2.31M","0.85%"
"06/09/2013","1530.5","1507.7","1532.4","1492.7","4.07M","0.64%"
"05/09/2013","1520.8","1491.7","1527.1","1486.9","4.13M","1.98%"
"04/09/2013","1491.3","1489.8","1499.5","1476.7","2.47M","-0.25%"
"03/09/2013","1495.1","1495.6","1505.8","1470.4","3.92M","0.55%"
"02/09/2013","1486.9","1455","1500","1454","2.69M","3.89%"
"30/08/2013","1431.2","1466.6","1472.9","1425.4","4.37M","-1.89%"
"29/08/2013","1458.8","1485.5","1496.6","1452.1","2.93M","-1.54%"
"28/08/2013","1481.6","1445.8","1486.4","1438.5","4.46M","2.21%"
"27/08/2013","1449.6","1470.4","1470.9","1443.3","3.36M","-1.78%"
"23/08/2013","1475.8","1452.1","1483.5","1447.2","2.43M","1.33%"
"22/08/2013","1456.4","1427.9","1462.2","1427.9","3.32M","2.07%"
"21/08/2013","1426.9","1442.4","1445.8","1412.4","2.76M","-1.33%"
"20/08/2013","1446.2","1428.8","1448.7","1398.8","3.70M","0.10%"
"19/08/2013","1444.8","1489.8","1491.9","1434.6","2.95M","-3.55%"
"16/08/2013","1498","1445.3","1499","1443.6","3.61M","3.47%"
"15/08/2013","1447.7","1490.8","1498","1438.5","3.06M","-3.20%"
"14/08/2013","1495.6","1500.5","1505.3","1486.9","2.91M","-1.75%"
"13/08/2013","1522.2","1518.8","1533.4","1504.8","4.19M","0.32%"
"12/08/2013","1517.4","1494.2","1527.1","1466.1","4.24M","1.62%"
"09/08/2013","1493.2","1416.2","1497.1","1402.2","4.13M","6.05%"
"08/08/2013","1408","1364.9","1409","1360.6","3.12M","4.27%"
"07/08/2013","1350.4","1362.5","1385.3","1345.6","3.25M","-1.48%"
"06/08/2013","1370.7","1425.9","1426.9","1358.6","4.14M","-4.03%"
"05/08/2013","1428.3","1413.3","1437","1411.6","2.17M","1.27%"
"02/08/2013","1410.4","1435.6","1443.3","1404.1","3.26M","-1.76%"
"01/08/2013","1435.6","1370.7","1436.1","1370.7","3.53M","5.33%"
"31/07/2013","1363","1380.4","1388.2","1358.2","2.56M","-0.81%"
"30/07/2013","1374.1","1383.8","1385.7","1367.8","1.94M","-0.17%"
"29/07/2013","1376.5","1351.9","1381.4","1340.7","2.22M","2.23%"
"26/07/2013","1346.5","1389.1","1389.1","1327","4.49M","0.14%"
"25/07/2013","1344.6","1379.5","1379.5","1336.9","3.37M","-3.41%"
"24/07/2013","1392","1388.6","1429.3","1376.1","4.40M","0.21%"
"23/07/2013","1389.1","1371.7","1401.8","1369.3","4.54M","2.13%"
"22/07/2013","1360.1","1340.2","1367.8","1328.6","2.81M","1.89%"
"19/07/2013","1334.9","1331","1346.1","1306.8","3.48M","0.10%"
"18/07/2013","1333.5","1321.4","1338.3","1304.9","3.28M","1.51%"
"17/07/2013","1313.6","1291.4","1329.1","1286.5","4.11M","2.49%"
"16/07/2013","1281.7","1275.4","1287","1258.4","4.38M","1.81%"
"15/07/2013","1258.9","1254.1","1283.1","1253.6","2.85M","0.46%"
"12/07/2013","1253.1","1297.2","1297.7","1249.2","3.73M","-3.18%"
"11/07/2013","1294.3","1274.4","1303.5","1269.6","6.66M","5.44%"
"10/07/2013","1227.5","1232.8","1242","1212","3.11M","-1.09%"
"09/07/2013","1241","1228.4","1252.6","1227","3.33M","2.97%"
"08/07/2013","1205.2","1187.3","1215.9","1176.6","3.03M","2.30%"
"05/07/2013","1178.1","1228","1231.3","1174.7","6.00M","-3.64%"
"04/07/2013","1222.6","1180.5","1231.3","1178.1","5.73M","4.64%"
"03/07/2013","1168.4","1225.5","1225.5","1157.3","6.68M","-5.71%"
"02/07/2013","1239.1","1257","1265.2","1234.2","3.53M","-0.93%"
"01/07/2013","1250.7","1243.9","1258","1218.8","3.21M","2.06%"
"28/06/2013","1225.5","1233.8","1252.3","1213.9","4.90M","0.07%"
"27/06/2013","1224.6","1222.1","1244.4","1222.1","5.39M","0.72%"
"26/06/2013","1215.9","1258.9","1259.4","1207.1","7.85M","-3.31%"
"25/06/2013","1257.5","1268.1","1284.6","1250.2","4.73M","0.12%"
"24/06/2013","1256","1303","1303","1255.1","4.95M","-4.03%"
"21/06/2013","1308.8","1321.4","1339.3","1298.2","8.60M","-0.52%"
